Key_category,Key_subcategory,Key,Value,Description,Element
highway,attributes,motorroad,yes | no,The motorroad tag is used to describe highways that have motorway-like access restrictions but that are not a motorway.,way / node
highway,attributes,mountain_pass,yes,The highest point of a mountain pass.,node
highway,attributes,mtb:scale,0-6,Applies to highway=path and highway=track. A classification scheme for mtb trails (few inclination and downhill).,way
highway,attributes,mtb:scale:uphill,0-5,A classification scheme for mtb trails for going uphill if there is significant inclination.,way
highway,attributes,mtb:scale:imba,0-4,The IMBA Trail Difficulty Rating System shall be used for bikeparks. It is adapted to mtb trails with artificial obstacles.,way
highway,attributes,mtb:description,Text,Applies to highway=path and highway=track. A key to input variable infos related to mtbiking on a way with human words,way
highway,attributes,oneway,yes | no | reversible,Oneway streets are streets where you are only allowed to drive in one direction.,way
highway,attributes,oneway:bicycle,yes | no |,Used on ways with oneway=yes where it is legally permitted to cycle in both directions.,way
highway,attributes,overtaking,yes | no | caution | both | forward | backward,Specifying sections of roads where overtaking is legally forbidden. Use overtaking:forward=yes/no/caution and overtaking:backward=yes/no/caution when it depends on driving direction.,way
highway,attributes,parking:lane,parallel | diagonal | perpendicular | marked | no_parking | no_stopping | fire_lane.,Deprecated variant to map parking along streets. See section on street parking above or the street parking page for more details.,way
highway,attributes,parking:condition,free | ticket | disc | residents | customers | private,Deprecated variant to map parking conditions along streets. See section on street parking above or the street parking page for more details.,way
highway,attributes,passing_places,yes,A way which has frequent passing places (See also: highway=passing_place),way
highway,attributes,priority,forward | backward,"Traffic priority for narrow parts of roads, e.g. narrow bridges.",way
highway,attributes,priority_road,designated | yes_unposted | end,Specifying roads signposted as priority roads.,way
highway,attributes,sac_scale,strolling | hiking | mountain_hiking | demanding_mountain_hiking | alpine_hiking | demanding_alpine_hiking | difficult_alpine_hiking,Applies to highway=path and highway=footway. A classification scheme for hiking trails.,way
highway,attributes,service,alley | driveway | parking_aisle etc.,See Key:service for more details.,way
highway,attributes,shoulder,no | yes | right | both | left,Presence of shoulder in highway,way
highway,attributes,side_road,yes,A side road.,way
highway,attributes,smoothness,excellent | good | intermediate | bad | very_bad | horrible | very_horrible | impassable,Specifies the physical usability of a way for wheeled vehicles due to surface regularity/flatness. See Key:smoothness for more details.,way / area
highway,attributes,surface,paved | unpaved | asphalt | concrete | paving_stones | sett | cobblestone | metal | wood | compacted | fine_gravel | gravel | pebblestone | plastic | grass_paver | grass | dirt | earth | mud | sand | ground,See Key:surface for more details.,way
highway,attributes,tactile_paving,yes | no,A paving in the ground to be followed with a blindman's stick.,node / way / area
highway,attributes,tracktype,grade1 | grade2 | grade3 | grade4 | grade5,To describe the quality of the surface. See Key:tracktype for more information.,way
highway,attributes,traffic_calming,bump | hump | table | island | cushion | yes | etc.,Features used to slow down traffic. See Key:traffic calming for more details.,node / way
highway,attributes,trail_visibility,excellent | good | intermediate | bad | horrible | no,"Applies to highway=path, highway=footway, highway=cycleway and highway=bridleway. A classification for hiking trails visibility",way
highway,attributes,trailblazed,yes | no | poles | cairns | symbols,Applies to highway=*. Describing trail blazing and marking. See Key:trailblazed for more information.,way
highway,attributes,trailblazed:visibility,excellent | good | intermediate | bad | horrible | no,Applies to trailblazed=*. A classification for visibility of trailblazing. See Key:trailblazed:visibility for more information.,way
highway,attributes,turn,left | slight_left | through | right | slight_right | merge_to_left | merge_to_right | reverse,The key turn can be used to specify the direction in which a way or a lane will lead.,way
highway,attributes,width,<number>,The width of a feature.,way
highway,attributes,winter_road,yes,"A highway functions during winter, probably can't be driven in summer.",way
highway,other highway features,highway,bus_stop,A small bus stop. Optionally one may also use public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait.,node
highway,other highway features,highway,crossing,"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing",node
highway,other highway features,highway,cyclist_waiting_aid,Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.,node
highway,other highway features,highway,elevator,"An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels.",node / way
